rank_by_latest_stars,repository,url,primary_language,latest_license,first_seen_week,last_seen_week,weeks_observed,latest_stars,first_observed_stars,observed_star_change,max_forks_observed,seen_in_trending,seen_in_new,top_topics
1,openclaw/openclaw,https://github.com/openclaw/openclaw,TypeScript,NOASSERTION,2026-W21,2026-W31,11,384251,372819,11432,80730,true,false,ai|assistant|crustacean|molty|openclaw|own-your-data|personal
2,obra/superpowers,https://github.com/obra/superpowers,Shell,MIT,2026-W26,2026-W31,6,261658,235251,26407,23364,true,false,ai|brainstorming|coding|obra|sdlc|skills|subagent-driven-development|superpowers
3,affaan-m/ECC,https://github.com/affaan-m/ECC,JavaScript,MIT,2026-W22,2026-W31,10,233714,191484,42230,35624,true,false,ai-agents|anthropic|claude|claude-code|developer-tools|llm|mcp|productivity
4,NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,Python,MIT,2026-W21,2026-W31,11,221006,155505,65501,42148,true,false,ai|ai-agent|ai-agents|anthropic|chatgpt|claude|claude-code|clawdbot
5,n8n-io/n8n,https://github.com/n8n-io/n8n,TypeScript,NOASSERTION,2026-W21,2026-W31,11,198137,188473,9664,59655,true,false,ai|apis|automation|cli|data-flow|development|integration-framework|integrations
6,tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,C++,Apache-2.0,2026-W21,2026-W31,11,196557,195142,1415,75601,true,false,deep-learning|deep-neural-networks|distributed|machine-learning|ml|neural-network|python|tensorflow
7,anomalyco/opencode,https://github.com/anomalyco/opencode,TypeScript,MIT,2026-W21,2026-W31,11,189992,161919,28073,24090,true,false,
8,mattpocock/skills,https://github.com/mattpocock/skills,Shell,MIT,2026-W21,2026-W31,11,189901,90287,99614,16311,true,false,
9,affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,JavaScript,MIT,2026-W21,2026-W21,1,186048,186048,0,28790,true,false,ai-agents|anthropic|claude|claude-code|developer-tools|llm|mcp|productivity
10,Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,Python,NOASSERTION,2026-W21,2026-W31,11,185703,184389,1314,46230,true,false,agentic-ai|agents|ai|artificial-intelligence|autonomous-agents|claude|gpt|llama-api
11,ollama/ollama,https://github.com/ollama/ollama,Go,MIT,2026-W21,2026-W31,11,176953,171669,5284,17124,true,false,deepseek|gemma|gemma3|glm|go|golang|gpt-oss|llama
12,microsoft/markitdown,https://github.com/microsoft/markitdown,Python,MIT,2026-W22,2026-W31,6,169250,125043,44207,12238,true,false,autogen|autogen-extension|langchain|markdown|microsoft-office|openai|pdf
13,f/prompts.chat,https://github.com/f/prompts.chat,HTML,NOASSERTION,2026-W21,2026-W31,11,166403,162444,3959,21496,true,false,ai|artificial-intelligence|awesome-list|chatgpt|chatgpt-prompts|claude|gemini|gpt
14,anthropics/skills,https://github.com/anthropics/skills,Python,,2026-W21,2026-W31,9,164377,136628,27749,19529,true,false,agent-skills
15,huggingface/transformers,https://github.com/huggingface/transformers,Python,Apache-2.0,2026-W21,2026-W31,11,163015,160712,2303,34026,true,false,audio|deep-learning|deepseek|gemma|glm|hacktoberfest|llm|machine-learning
16,Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide,JavaScript,Apache-2.0,2026-W22,2026-W31,8,157321,155863,1458,46185,true,false,agent|ai|context-engineering|deepseek|interview|java|mcp|mysql
17,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,TypeScript,AGPL-3.0,2026-W21,2026-W31,11,156529,121183,35346,8901,true,false,ai|ai-agents|ai-crawler|ai-scraping|ai-search|crawler|data-extraction|html-to-markdown
18,langflow-ai/langflow,https://github.com/langflow-ai/langflow,Python,MIT,2026-W21,2026-W31,11,152450,148421,4029,9663,true,false,agents|chatgpt|generative-ai|large-language-models|multiagent|react-flow
19,langgenius/dify,https://github.com/langgenius/dify,TypeScript,NOASSERTION,2026-W21,2026-W31,11,150345,141747,8598,23687,true,false,agent|agentic-ai|agentic-framework|agentic-workflow|ai|automation|genai|gpt
20,open-webui/open-webui,https://github.com/open-webui/open-webui,Python,NOASSERTION,2026-W21,2026-W31,11,146851,137561,9290,21337,true,false,ai|llm|llm-ui|llm-webui|llms|mcp|ollama|ollama-webui
21,langchain-ai/langchain,https://github.com/langchain-ai/langchain,Python,MIT,2026-W21,2026-W31,11,142638,136996,5642,23751,true,false,agents|ai|ai-agents|anthropic|chatgpt|deepagents|enterprise|framework
22,x1xhlol/system-prompts-and-models-of-ai-tools,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,,GPL-3.0,2026-W22,2026-W29,4,142025,138217,3808,34805,true,false,ai|bolt|cluely|copilot|cursor|cursorai|devin|github-copilot
23,anthropics/claude-code,https://github.com/anthropics/claude-code,Python,,2026-W21,2026-W31,11,139221,124518,14703,22363,true,false,
24,msitarzewski/agency-agents,https://github.com/msitarzewski/agency-agents,Shell,MIT,2026-W24,2026-W31,8,136923,108305,28618,22331,true,false,
25,Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,Python,Apache-2.0,2026-W22,2026-W31,7,127928,111694,16234,18860,true,false,agents|llms|python|rag
26,github/spec-kit,https://github.com/github/spec-kit,Python,MIT,2026-W21,2026-W31,11,123965,101712,22253,11068,true,false,ai|copilot|development|engineering|prd|spec|spec-driven
27,garrytan/gstack,https://github.com/garrytan/gstack,TypeScript,MIT,2026-W21,2026-W30,9,123021,98784,24237,18415,true,false,
28,Comfy-Org/ComfyUI,https://github.com/Comfy-Org/ComfyUI,Python,GPL-3.0,2026-W21,2026-W31,11,122402,113372,9030,14437,true,false,ai|comfy|comfyui|python|pytorch|stable-diffusion
29,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,C++,MIT,2026-W21,2026-W31,11,121699,110714,10985,21027,true,false,ggml
30,farion1231/cc-switch,https://github.com/farion1231/cc-switch,Rust,MIT,2026-W21,2026-W31,11,121450,74044,47406,8171,true,false,ai-tools|claude-code|codex|desktop-app|hermes|hermes-agent|mcp|open-source
31,microsoft/generative-ai-for-beginners,https://github.com/microsoft/generative-ai-for-beginners,Jupyter Notebook,MIT,2026-W22,2026-W31,10,113540,111356,2184,60955,true,false,ai|azure|chatgpt|dall-e|generative-ai|generativeai|gpt|language-model
32,nextlevelbuilder/ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,Python,MIT,2026-W26,2026-W31,6,110478,94814,15664,11784,true,false,ai-skills|antigravity|claude|claude-code|codex|command-line|copilot|cursor-ai
33,browser-use/browser-use,https://github.com/browser-use/browser-use,Python,MIT,2026-W21,2026-W31,11,106930,94414,12516,11748,true,false,ai-agents|ai-tools|browser-automation|browser-use|llm|playwright|python
34,google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,TypeScript,Apache-2.0,2026-W21,2026-W31,11,106205,104211,1994,14323,true,false,ai|ai-agents|cli|gemini|gemini-api|mcp-client|mcp-server
35,pytorch/pytorch,https://github.com/pytorch/pytorch,Python,NOASSERTION,2026-W21,2026-W31,11,101989,99977,2012,28536,true,false,autograd|deep-learning|gpu|machine-learning|neural-network|numpy|python|tensor
36,openai/codex,https://github.com/openai/codex,Rust,Apache-2.0,2026-W21,2026-W31,11,101687,83440,18247,15236,true,false,
37,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,Python,MIT,2026-W21,2026-W31,11,99435,57343,42092,14751,true,false,python|tiktok|ai|automation|chatgpt|moviepy|shortvideo|ai-video-generator
38,Graphify-Labs/graphify,https://github.com/Graphify-Labs/graphify,Python,MIT,2026-W28,2026-W31,4,96560,78234,18326,9358,true,false,antigravity|claude-code|codex|gemini|graphrag|knowledge-graph|leiden|openclaw
39,hacksider/Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,Python,AGPL-3.0,2026-W21,2026-W31,8,95285,93100,2185,13880,true,false,ai|ai-deep-fake|ai-face|ai-webcam|artificial-intelligence|deep-fake|deepfake|deepfake-webcam
40,rasbt/LLMs-from-scratch,https://github.com/rasbt/LLMs-from-scratch,Jupyter Notebook,NOASSERTION,2026-W21,2026-W21,1,95057,95057,0,14557,true,false,ai|artificial-intelligence|chatbot|chatgpt|deep-learning|from-scratch|generative-ai|gpt
41,TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,Python,Apache-2.0,2026-W21,2026-W30,6,93709,76702,17007,18115,true,false,agent|finance|llm|multiagent|trading
42,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,JavaScript,MIT,2026-W21,2026-W31,5,93250,61512,31738,5314,true,false,ai|anthropic|caveman|claude|claude-code|llm|meme|prompt-engineering
43,VoltAgent/awesome-design-md,https://github.com/VoltAgent/awesome-design-md,,MIT,2026-W21,2026-W26,5,92098,80584,11514,10947,true,false,awesome-list|design-md|design-system|design-tokens|figma|google-stitch|landing-page|vibe-coding
44,punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,,MIT,2026-W23,2026-W31,8,91434,88290,3144,13621,true,false,ai|mcp
45,opencv/opencv,https://github.com/opencv/opencv,C++,Apache-2.0,2026-W21,2026-W31,11,90153,87523,2630,56925,true,false,c-plus-plus|computer-vision|deep-learning|image-processing|opencv
46,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,TypeScript,NOASSERTION,2026-W21,2026-W31,7,88925,85839,3086,11296,true,false,
47,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,JavaScript,Apache-2.0,2026-W21,2026-W31,11,88660,76464,12196,7706,true,false,ai|ai-agents|ai-memory|anthropic|artificial-intelligence|chromadb|claude|claude-agent-sdk
48,microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,Jupyter Notebook,MIT,2026-W22,2026-W31,8,88611,85963,2648,21644,true,false,data-science|education|machine-learning|machine-learning-algorithms|machinelearning|machinelearning-python|microsoft-for-beginners|ml
49,ChatGPTNextWeb/NextChat,https://github.com/ChatGPTNextWeb/NextChat,TypeScript,MIT,2026-W21,2026-W28,2,88388,88037,351,59715,true,false,calclaude|chatgpt|claude|cross-platform|desktop|fe|gemini|gemini-pro
50,vllm-project/vllm,https://github.com/vllm-project/vllm,Python,Apache-2.0,2026-W21,2026-W31,11,87260,80325,6935,19901,true,false,amd|blackwell|cuda|deepseek|deepseek-v3|gpt|gpt-oss|inference
51,ruvnet/RuView,https://github.com/ruvnet/RuView,Rust,MIT,2026-W22,2026-W31,10,86690,65622,21068,11532,true,false,claude|densepose|esp32|firmware|home-assistant|home-automation|iot|monitoring
52,PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Python,Apache-2.0,2026-W21,2026-W31,10,86297,78051,8246,11087,true,false,ai4science|chineseocr|document-parsing|document-translation|kie|ocr|paddleocr-vl|pdf-extractor-rag
53,DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,JavaScript,MIT,2026-W25,2026-W30,5,86168,19341,66827,4701,true,true,agent-skills|ai-agents|claude|claude-code|claude-code-plugin|cursor-rules|developer-tools|llm
54,infiniflow/ragflow,https://github.com/infiniflow/ragflow,Python,Apache-2.0,2026-W21,2026-W31,11,86080,80710,5370,10089,true,false,agentic-ai|agentic-retrieval|agentic-search|ai|ai-agents|context-engine|context-management|llm-apps
55,OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,Python,NOASSERTION,2026-W21,2026-W31,11,82210,73933,8277,10522,true,false,agent|artificial-intelligence|chatgpt|claude-ai|cli|developer-tools|gpt|llm
56,nexu-io/open-design,https://github.com/nexu-io/open-design,TypeScript,Apache-2.0,2026-W22,2026-W31,10,81772,51653,30119,9454,true,false,agent-skills|ai-agents|ai-design|byok|claude-code-for-design|claude-design|coding-agents|design-systems
57,pewdiepie-archdaemon/odysseus,https://github.com/pewdiepie-archdaemon/odysseus,Python,AGPL-3.0,2026-W23,2026-W28,6,80967,13837,67130,10617,true,true,
58,lobehub/lobehub,https://github.com/lobehub/lobehub,TypeScript,NOASSERTION,2026-W22,2026-W31,10,80838,77660,3178,15708,true,false,agent|agent-collaboration|agent-harness|ai|cao|chatgpt|chief-agent-operator|claude
59,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Shell,MIT,2026-W25,2026-W31,7,80530,60659,19871,8682,true,false,agent-skills|antigravity|claude-code|cursor|skills|antigravity-ide|codex
60,netdata/netdata,https://github.com/netdata/netdata,Go,GPL-3.0,2026-W21,2026-W31,11,79863,78841,1022,6547,true,false,ai|alerting|cncf|data-visualization|database|devops|docker|grafana
61,earendil-works/pi,https://github.com/earendil-works/pi,TypeScript,MIT,2026-W22,2026-W31,10,78257,54265,23992,9634,true,false,
62,bytedance/deer-flow,https://github.com/bytedance/deer-flow,Python,MIT,2026-W21,2026-W31,11,77925,68308,9617,10628,true,false,agent|agentic|agentic-framework|agentic-workflow|ai|ai-agents|deep-research|harness
63,Egonex-AI/Understand-Anything,https://github.com/Egonex-AI/Understand-Anything,TypeScript,MIT,2026-W25,2026-W31,7,76264,60972,15292,6378,true,false,antigravity-skills|business-knowledge|claude-code|claude-skills|codebase-analysis|codex|codex-skills|developer-tools-ai-agent
64,tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,C++,Apache-2.0,2026-W23,2026-W31,9,75572,74415,1157,10709,true,false,hacktoberfest|lstm|machine-learning|ocr|ocr-engine|tesseract|tesseract-ocr
65,unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,Python,Apache-2.0,2026-W21,2026-W31,9,75155,65817,9338,7761,true,false,
66,koala73/worldmonitor,https://github.com/koala73/worldmonitor,TypeScript,NOASSERTION,2026-W21,2026-W31,11,74893,54368,20525,11244,true,false,ai|dashboard|geopolitics|monitoring|news|opensource|osint|palantir
67,paperclipai/paperclip,https://github.com/paperclipai/paperclip,TypeScript,MIT,2026-W21,2026-W31,11,74822,66196,8626,13933,true,false,
68,AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,Dart,AGPL-3.0,2026-W22,2026-W31,6,74320,71240,3080,5719,true,false,blog|confluence-alternative|content-management|content-services|documentation|flutter|note-taking|notion-alternative
69,safishamsi/graphify,https://github.com/safishamsi/graphify,Python,MIT,2026-W22,2026-W27,6,73812,53364,20448,7367,true,false,antigravity|claude-code|codex|gemini|graphrag|knowledge-graph|leiden|openclaw
70,josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,Python,NOASSERTION,2026-W21,2026-W31,6,73732,72502,1230,15574,true,false,
71,hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,Python,Apache-2.0,2026-W21,2026-W31,11,73530,71357,2173,8986,true,false,agent|ai|deepseek|fine-tuning|gemma|gpt|instruction-tuning|large-language-models
72,rtk-ai/rtk,https://github.com/rtk-ai/rtk,Rust,Apache-2.0,2026-W22,2026-W31,10,73362,53829,19533,4584,true,false,agentic-coding|ai-coding|anthropic|claude-code|cli|command-line-tool|cost-reduction|developer-tools
73,thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,MDX,,2026-W23,2026-W26,3,72996,72770,226,6658,true,false,ai-agent|ai-agents|checklist|css|front-end-developer-tool|front-end-development|frontend|guidelines
74,daytonaio/daytona,https://github.com/daytonaio/daytona,TypeScript,AGPL-3.0,2026-W21,2026-W31,9,72154,72428,-274,5667,true,false,agentic-workflow|ai|ai-agents|ai-runtime|ai-sandboxes|code-execution|code-interpreter|developer-tools
75,D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,Python,BSD-3-Clause,2026-W23,2026-W31,8,71360,57507,13853,7081,true,false,ai|ai-scraping|automation|crawler|crawling|crawling-python|data|data-extraction
76,OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,Python,NOASSERTION,2026-W21,2026-W31,11,71046,67731,3315,7240,true,false,ai|crypto|derivatives|economics|equity|finance|fixed-income|machine-learning
77,ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,Python,,2026-W22,2026-W31,2,70950,61691,9259,7959,true,false,agent-skills|ai-agents|antigravity|automation|claude|claude-code|codex|composio
78,microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,Jupyter Notebook,MIT,2026-W22,2026-W31,7,70403,65420,4983,23327,true,false,agentic-ai|agentic-framework|agentic-rag|ai-agents|ai-agents-framework|autogen|generative-ai|semantic-kernel
79,ansible/ansible,https://github.com/ansible/ansible,Python,GPL-3.0,2026-W21,2026-W31,11,69701,68582,1119,24215,true,false,ansible|python
80,666ghj/MiroFish,https://github.com/666ghj/MiroFish,Python,AGPL-3.0,2026-W22,2026-W31,2,69433,62412,7021,10845,true,false,agent-memory|financial-forecasting|future-prediction|knowledge-graph|llms|multi-agent-simulation|public-opinion-analysis|python3
81,unslothai/unsloth,https://github.com/unslothai/unsloth,Python,Apache-2.0,2026-W21,2026-W31,11,68939,64501,4438,6205,true,false,agent|deepseek|fine-tuning|gemma|gemma3|gpt-oss|llama|llama3
82,Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,JavaScript,MIT,2026-W28,2026-W31,4,67978,57767,10211,4704,true,false,agent|ai|claude|claude-code|codex|coding|design|frontend
83,openinterpreter/openinterpreter,https://github.com/openinterpreter/openinterpreter,Rust,Apache-2.0,2026-W25,2026-W31,6,67321,63993,3328,5784,true,false,coding-agent|deepseek|kimi|qwen|rust|interpreter|tui|acp
84,scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,Python,BSD-3-Clause,2026-W21,2026-W31,11,66787,66107,680,27215,true,false,data-analysis|data-science|machine-learning|python|statistics
85,code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,TypeScript,NOASSERTION,2026-W21,2026-W31,11,66631,58328,8303,5430,true,false,ai|ai-agents|anthropic|chatgpt|claude|claude-skills|cursor|gemini
86,xtekky/gpt4free,https://github.com/xtekky/gpt4free,Python,GPL-3.0,2026-W21,2026-W31,10,66490,66241,249,13588,true,false,chatbot|chatbots|chatgpt|chatgpt-4|chatgpt-api|chatgpt-free|chatgpt4|deepseek
87,ruvnet/ruflo,https://github.com/ruvnet/ruflo,TypeScript,MIT,2026-W21,2026-W31,11,66146,52540,13606,7876,true,false,agentic-ai|agentic-framework|agentic-workflow|agents|ai-assistant|ai-coding|ai-skills|autonomous-agents
88,cline/cline,https://github.com/cline/cline,TypeScript,Apache-2.0,2026-W21,2026-W31,11,65091,61957,3134,6989,true,false,
89,keras-team/keras,https://github.com/keras-team/keras,Python,Apache-2.0,2026-W21,2026-W31,11,64180,64072,108,19776,true,false,data-science|deep-learning|jax|machine-learning|neural-networks|python|pytorch|tensorflow
90,Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,JavaScript,MIT,2026-W21,2026-W31,11,63917,60204,3713,7008,true,false,ai-agents|llm|localai|multimodal|no-code|rag|vector-database|agent-harness
91,docling-project/docling,https://github.com/docling-project/docling,Python,MIT,2026-W21,2026-W31,11,63815,59909,3906,4529,true,false,ai|convert|document-parser|document-parsing|documents|docx|html|markdown
92,gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,JavaScript,MIT,2026-W21,2026-W23,3,63814,62802,1012,5435,true,false,claude-code|context-engineering|meta-prompting|spec-driven-development
93,Fission-AI/OpenSpec,https://github.com/Fission-AI/OpenSpec,TypeScript,MIT,2026-W25,2026-W31,6,62684,55050,7634,4334,true,false,ai|context-engineering|engineering|planning|prd|sdd|sdlc|spec
94,headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,Python,Apache-2.0,2026-W28,2026-W31,4,62632,56857,5775,4737,true,false,agent|ai|anthropic|claude-code|compression|context-engineering|context-window|cursor
95,colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,TypeScript,MIT,2026-W27,2026-W31,5,62619,55761,6858,3926,true,false,
96,pathwaycom/pathway,https://github.com/pathwaycom/pathway,Python,NOASSERTION,2026-W21,2026-W31,11,62617,63282,-665,1678,true,false,batch-processing|data-analytics|data-pipelines|data-processing|dataflow|etl|etl-framework|iot-analytics
97,virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,Python,MIT,2026-W21,2026-W31,9,62441,58944,3497,10996,true,false,
98,odysseus-dev/odysseus,https://github.com/odysseus-dev/odysseus,Python,AGPL-3.0,2026-W29,2026-W31,3,62145,83112,-20967,11005,true,false,
99,mem0ai/mem0,https://github.com/mem0ai/mem0,Python,Apache-2.0,2026-W21,2026-W31,11,61788,56000,5788,7202,true,false,agents|ai|ai-agents|application|chatbots|chatgpt|genai|llm
100,santifer/career-ops,https://github.com/santifer/career-ops,JavaScript,MIT,2026-W25,2026-W31,7,61707,54035,7672,12157,true,false,ai-agent|anthropic|automation|career|careerops|claude|claude-code|cli
101,Panniantong/Agent-Reach,https://github.com/Panniantong/Agent-Reach,Python,MIT,2026-W29,2026-W31,3,61060,57476,3584,4953,true,false,agent-infrastructure|ai-agent|ai-search|automation|bilibili|claude-code|cli|cursor
102,asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,JavaScript,CC0-1.0,2026-W29,2026-W31,3,60748,58622,2126,9925,true,false,ai|ai-agents|ai-prompts|anthropic|chatbot|chatgpt|claude|claude-code
103,tw93/Pake,https://github.com/tw93/Pake,Rust,GPL-3.0,2026-W26,2026-W31,6,60248,56406,3842,12228,true,false,chatgpt|claude|desktop|gemini|hight-performance|linux|macos|no-electron
104,ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,Python,AGPL-3.0,2026-W21,2026-W31,11,59910,57262,2648,11456,true,false,computer-vision|deep-learning|image-classification|instance-segmentation|machine-learning|object-detection|pose-estimation|python
105,upstash/context7,https://github.com/upstash/context7,TypeScript,MIT,2026-W21,2026-W31,11,59801,55539,4262,2868,true,false,llm|mcp|mcp-server|vibe-coding
106,pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,Jupyter Notebook,MIT,2026-W24,2026-W28,3,59129,59403,-274,1433,true,false,chatbot|hugging-face|llm|llm-local|llm-prompting|llm-security|llmops|machine-learning
107,ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,Python,MIT,2026-W28,2026-W31,4,59105,54788,4317,50651,true,false,a-stock|ai-agent|aigc|llm|quant|quantitative-finance|quantitative-trading
108,meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,Rust,NOASSERTION,2026-W21,2026-W31,11,58743,57615,1128,2640,true,false,ai|api|app-search|database|enterprise-search|faceting|full-text-search|fuzzy-search
109,sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,Python,GPL-3.0,2026-W21,2026-W21,1,57787,57787,0,24321,true,false,ai|bark|data-analysis|docker|hot-news|llm|mail|mcp
110,MemPalace/mempalace,https://github.com/MemPalace/mempalace,Python,MIT,2026-W21,2026-W31,11,57774,52401,5373,7440,true,false,ai|chromadb|llm|mcp|memory|python
111,ultralytics/yolov5,https://github.com/ultralytics/yolov5,Python,AGPL-3.0,2026-W23,2026-W30,8,57703,57462,241,17483,true,false,coreml|deep-learning|ios|machine-learning|ml|object-detection|onnx|pytorch
112,zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,Python,Apache-2.0,2026-W24,2026-W30,7,57342,57206,136,7611,true,false,ai|ai-tools|on-premise
113,appwrite/appwrite,https://github.com/appwrite/appwrite,TypeScript,BSD-3-Clause,2026-W21,2026-W30,9,56617,56099,518,5564,true,false,android|appwrite|backend|backend-as-a-service|docker|firebase|flutter|hosting
114,ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,Python,MIT,2026-W27,2026-W27,1,56545,56545,0,13696,true,false,face-detection|face-recognition|machine-learning|python
115,deepfakes/faceswap,https://github.com/deepfakes/faceswap,Python,GPL-3.0,2026-W22,2026-W28,4,55333,55243,90,13381,true,false,deep-face-swap|deep-learning|deep-neural-networks|deepface|deepfakes|deeplearning|face-swap|faceswap
116,crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,Python,MIT,2026-W22,2026-W28,6,54974,52142,2832,7719,true,false,agents|ai|ai-agents|aiagentframework|llms
117,Lum1104/Understand-Anything,https://github.com/Lum1104/Understand-Anything,TypeScript,MIT,2026-W24,2026-W24,1,54929,54929,0,4533,true,false,antigravity-skills|business-knowledge|claude-code|claude-skills|codebase-analysis|codex|codex-skills|developer-tools-ai-agent
118,FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,TypeScript,NOASSERTION,2026-W21,2026-W26,4,53884,52900,984,24572,true,false,agentic-ai|agentic-workflow|agents|artificial-intelligence|chatbot|chatgpt|javascript|langchain
119,shanraisshan/claude-code-best-practice,https://github.com/shanraisshan/claude-code-best-practice,HTML,MIT,2026-W21,2026-W21,1,53498,53498,0,5360,true,false,agentic-ai|agentic-coding|agentic-engineering|agentic-workflow|ai|ai-agents|anthropic|best-practices
120,xai-org/grok-build,https://github.com/xai-org/grok-build,Rust,Apache-2.0,2026-W29,2026-W30,2,20242,16266,3976,3685,false,true,
121,Fei-Away/Codex-Dream-Skin,https://github.com/Fei-Away/Codex-Dream-Skin,JavaScript,,2026-W29,2026-W30,2,10520,8639,1881,1088,false,true,
122,op7418/guizang-social-card-skill,https://github.com/op7418/guizang-social-card-skill,HTML,AGPL-3.0,2026-W23,2026-W23,1,2338,2338,0,237,false,true,agent-skill|ai-agent|anthropic|claude-code|claude-skill|codex|editorial-design|html-template
123,bozhouDev/codex-orange-book,https://github.com/bozhouDev/codex-orange-book,HTML,,2026-W27,2026-W27,1,2299,2299,0,229,false,true,
124,omnigent-ai/omnigent,https://github.com/omnigent-ai/omnigent,Python,Apache-2.0,2026-W25,2026-W25,1,2147,2147,0,264,false,true,agents|ai|ai-agents|developer-tools|llm|ml|python
125,vercel/eve,https://github.com/vercel/eve,TypeScript,Apache-2.0,2026-W26,2026-W26,1,2119,2119,0,150,false,true,agent|framework|harness|javascript|markdown|sandbox|typescript|vercel
126,vercel-labs/zero,https://github.com/vercel-labs/zero,C,Apache-2.0,2026-W21,2026-W21,1,1936,1936,0,122,false,true,
127,MDX-Tom/gpt-5.6-instruct,https://github.com/MDX-Tom/gpt-5.6-instruct,Python,MIT,2026-W29,2026-W29,1,1873,1873,0,353,false,true,
128,elder-plinius/T3MP3ST,https://github.com/elder-plinius/T3MP3ST,TypeScript,AGPL-3.0,2026-W28,2026-W28,1,1810,1810,0,449,false,true,agents|ai|multi-agent|offensive-security|redteam
129,helloianneo/ian-xiaohei-illustrations,https://github.com/helloianneo/ian-xiaohei-illustrations,,MIT,2026-W23,2026-W23,1,1572,1572,0,138,false,true,ai-agent|chinese|codex-skill|handdrawn|illustration|image-generation|xiaohei
130,Jakubantalik/thinking-orbs,https://github.com/Jakubantalik/thinking-orbs,TypeScript,MIT,2026-W31,2026-W31,1,1104,1104,0,82,false,true,
131,HUANGCHIHHUNGLeo/claude-real-video,https://github.com/HUANGCHIHHUNGLeo/claude-real-video,Python,MIT,2026-W28,2026-W28,1,1024,1024,0,62,false,true,
132,jamesob/local-llm,https://github.com/jamesob/local-llm,Shell,,2026-W28,2026-W28,1,930,930,0,53,false,true,
133,mikiarlo3/ai-copywriter,https://github.com/mikiarlo3/ai-copywriter,Python,MIT,2026-W31,2026-W31,1,860,860,0,13,false,true,
134,mereyabdenbekuly-ctrl/clodex-ide,https://github.com/mereyabdenbekuly-ctrl/clodex-ide,TypeScript,AGPL-3.0,2026-W29,2026-W29,1,833,833,0,149,false,true,agentic-ai|agentic-ide|ai-agents|developer-tools|electron|ide|local-first|typescript
135,nethical6/conversation-steganography,https://github.com/nethical6/conversation-steganography,Go,GPL-3.0,2026-W29,2026-W30,2,829,157,672,48,false,true,llm-tools|steganography
